distance,robot_vel,angle,rpm,cost
3.5339,3.2143,86.5739,2500.33,0.157363
3.5339,3.398,86.9048,2425.52,0.15708
3.5339,3.5816,88.5589,2424.1,0.156926
3.5339,3.7653,88.7794,2351.09,0.157119
3.5339,3.949,88.8897,2283.98,0.158075
3.5339,4.1327,88.7794,2219.6,0.159947
3.5339,4.3163,88.3383,2157.31,0.163095
3.5339,4.5,87.5664,2100.53,0.168289
3.6186,-4.5,45.0,4137.89,0.174389
3.6186,-4.3163,45.0,4059.3,0.172593
3.6186,-4.1327,45.0,3982.68,0.171134
3.6186,-3.949,45.1103,3911.4,0.169821
3.6186,-3.7653,45.0,3835.46,0.168549
3.6186,-3.5816,45.0,3764.97,0.167808
3.6186,-3.398,45.0,3696.3,0.166573
3.6186,-3.2143,45.0,3630.37,0.166255
3.6186,-3.0306,45.2206,3569.71,0.165443
3.6186,-2.8469,45.0,3504.06,0.16529
3.6186,-2.6633,45.4411,3449.4,0.164795
3.6186,-2.4796,46.3233,3401.84,0.1648
3.6186,-2.2959,45.6617,3335.69,0.164669
3.6186,-2.1122,46.5439,3287.96,0.164636
3.6186,-1.9286,47.5363,3242.09,0.16469
3.6186,-1.7449,48.4185,3195.36,0.164593
3.6186,-1.5612,49.411,3150.61,0.16458
3.6186,-1.3776,50.4035,3106.41,0.164533
3.6186,-1.1939,53.0501,3090.51,0.164501
3.6186,-1.0102,52.4987,3021.33,0.164444
3.6186,-0.8265,55.2556,3011.35,0.164392
3.6186,-0.6429,56.3584,2972.47,0.164279
3.6186,-0.4592,57.5714,2936.78,0.164243
3.6186,-0.2755,57.0201,2863.82,0.164146
3.6186,-0.0918,59.9975,2867.11,0.16405
3.6186,0.0918,61.2105,2833.06,0.163893
3.6186,0.2755,62.4236,2799.46,0.163697
3.6186,0.4592,63.7469,2769.64,0.163576
3.6186,0.6429,65.0702,2740.45,0.163417
3.6186,0.8265,66.3935,2711.85,0.16322
3.6186,1.0102,67.8271,2687.58,0.163103
3.6186,1.1939,69.2607,2664.14,0.162952
3.6186,1.3776,70.6942,2641.47,0.162769
3.6186,1.5612,72.1278,2619.57,0.162555
3.6186,1.7449,73.5614,2598.41,0.162311
3.6186,1.9286,74.995,2577.94,0.16204
3.6186,2.1122,76.5388,2563.07,0.161872
3.6186,2.2959,78.0827,2549.3,0.161686
3.6186,2.4796,79.6266,2536.65,0.161486
3.6186,2.6633,81.1704,2525.14,0.161274
3.6186,2.8469,82.7143,2514.79,0.161053
3.6186,3.0306,84.2581,2505.64,0.160827
3.6186,3.2143,84.4787,2430.46,0.160667
3.6186,3.398,86.1328,2426.3,0.160494
3.6186,3.5816,87.787,2423.95,0.16033
3.6186,3.7653,88.0075,2353.86,0.160702
3.6186,3.949,88.0075,2284.71,0.161728
3.6186,4.1327,87.787,2219.34,0.163713
3.6186,4.3163,87.2356,2157.05,0.16702
3.6186,4.5,86.3534,2100.98,0.17243
3.7034,-4.5,45.0,4165.64,0.177692
3.7034,-4.3163,45.0,4086.89,0.175984
3.7034,-4.1327,45.0,4009.86,0.174557
3.7034,-3.949,45.0,3935.17,0.173029
3.7034,-3.7653,45.0,3862.56,0.17201
3.7034,-3.5816,45.1103,3794.55,0.170877
3.7034,-3.398,45.0,3723.28,0.17008
3.7034,-3.2143,45.3308,3663.46,0.169393
3.7034,-3.0306,45.0,3592.13,0.168725
3.7034,-2.8469,45.6617,3540.59,0.168507
3.7034,-2.6633,45.0,3469.26,0.167926
3.7034,-2.4796,45.8822,3421.47,0.167946
3.7034,-2.2959,45.2206,3356.99,0.167931
3.7034,-2.1122,47.6466,3327.2,0.167891
3.7034,-1.9286,46.985,3261.59,0.167862
3.7034,-1.7449,49.5213,3236.45,0.167828
3.7034,-1.5612,50.5138,3192.73,0.167805
3.7034,-1.3776,51.6165,3151.63,0.167865
3.7034,-1.1939,52.609,3108.87,0.167769
3.7034,-1.0102,51.9474,3039.34,0.167706
3.7034,-0.8265,54.7043,3026.9,0.167583
3.7034,-0.6429,55.9173,2990.34,0.167606
3.7034,-0.4592,57.0201,2951.79,0.167475
3.7034,-0.2755,58.2331,2916.4,0.167419
3.7034,-0.0918,59.4461,2881.59,0.167324
3.7034,0.0918,60.6591,2847.33,0.167189
3.7034,0.2755,61.8722,2813.58,0.167015
3.7034,0.4592,63.1955,2783.49,0.166915
3.7034,0.6429,64.5188,2754.07,0.166777
3.7034,0.8265,65.8421,2725.28,0.166601
3.7034,1.0102,67.1654,2697.09,0.166389
3.7034,1.1939,68.599,2673.21,0.166255
3.7034,1.3776,70.0326,2650.15,0.166089
3.7034,1.5612,71.4662,2627.89,0.165891
3.7034,1.7449,72.8997,2606.39,0.165664
3.7034,1.9286,74.3333,2585.63,0.165409
3.7034,2.1122,75.8772,2570.27,0.165251
3.7034,2.2959,77.4211,2556.03,0.165075
3.7034,2.4796,78.9649,2542.92,0.164883
3.7034,2.6633,80.5088,2530.96,0.164678
3.7034,2.8469,82.0526,2520.17,0.164464
3.7034,3.0306,83.5965,2510.58,0.164242
3.7034,3.2143,85.1404,2502.22,0.164017
3.7034,3.398,85.3609,2427.56,0.163925
3.7034,3.5816,88.3383,2496.53,0.163744
3.7034,3.7653,88.6692,2422.91,0.163595
3.7034,3.949,88.7794,2348.38,0.16392
3.7034,4.1327,88.7794,2280.67,0.165053
3.7034,4.3163,88.5589,2216.53,0.167164
3.7034,4.5,88.0075,2155.2,0.170632
3.7881,-4.5,45.0,4193.23,0.181066
3.7881,-4.3163,45.0,4114.1,0.179384
3.7881,-4.1327,45.0,4037.06,0.177735
3.7881,-3.949,45.0,3962.33,0.176457
3.7881,-3.7653,45.2206,3895.94,0.175444
3.7881,-3.5816,45.0,3818.47,0.174164
3.7881,-3.398,45.0,3749.78,0.173597
3.7881,-3.2143,45.0,3682.61,0.172449
3.7881,-3.0306,45.0,3618.41,0.172302
3.7881,-2.8469,45.2206,3558.84,0.171539
3.7881,-2.6633,45.0,3495.23,0.171577
3.7881,-2.4796,45.4411,3441.29,0.171106
3.7881,-2.2959,46.3233,3393.73,0.171109
3.7881,-2.1122,47.2055,3346.62,0.171081
3.7881,-1.9286,48.198,3301.7,0.171142
3.7881,-1.7449,49.0802,3255.48,0.17105
3.7881,-1.5612,50.0727,3211.55,0.171044
3.7881,-1.3776,51.0652,3168.11,0.171003
3.7881,-1.1939,52.0576,3125.13,0.170927
3.7881,-1.0102,53.1604,3084.78,0.170929
3.7881,-0.8265,54.2632,3044.99,0.170895
3.7881,-0.6429,55.3659,3005.74,0.170823
3.7881,-0.4592,56.4687,2966.98,0.170713
3.7881,-0.2755,57.6817,2931.28,0.170677
3.7881,-0.0918,58.7845,2893.5,0.170492
3.7881,0.0918,59.9975,2858.89,0.170379
3.7881,0.2755,61.3208,2827.77,0.170336
3.7881,0.4592,62.5338,2794.33,0.170147
3.7881,0.6429,63.8571,2764.53,0.170028
3.7881,0.8265,65.1805,2735.39,0.169873
3.7881,1.0102,66.5038,2706.88,0.169681
3.7881,1.1939,67.9373,2682.56,0.169564
3.7881,1.3776,69.3709,2659.08,0.169415
3.7881,1.5612,70.6942,2632.52,0.169121
3.7881,1.7449,72.2381,2614.58,0.169023
3.7881,1.9286,73.6717,2593.5,0.168783
3.7881,2.1122,75.2155,2577.64,0.168636
3.7881,2.2959,76.6491,2558.22,0.168347
3.7881,2.4796,78.193,2544.41,0.16816
3.7881,2.6633,79.7368,2531.74,0.167959
3.7881,2.8469,81.2807,2520.23,0.167745
3.7881,3.0306,82.8246,2509.91,0.167524
3.7881,3.2143,84.4787,2506.82,0.167443
3.7881,3.398,86.0226,2499.29,0.16722
3.7881,3.5816,87.5664,2493.11,0.167
3.7881,3.7653,87.8972,2422.82,0.167026
3.7881,3.949,88.0075,2351.18,0.167525
3.7881,4.1327,87.8972,2281.62,0.168732
3.7881,4.3163,87.5664,2216.63,0.170955
3.7881,4.5,86.9048,2155.36,0.17458
3.8729,-4.5,45.0,4220.46,0.184448
3.8729,-4.3163,45.0,4141.12,0.182661
3.8729,-4.1327,45.0,4064.26,0.181138
3.8729,-3.949,45.0,3989.08,0.179893
3.8729,-3.7653,45.0,3915.9,0.178486
3.8729,-3.5816,45.0,3845.11,0.177637
3.8729,-3.398,45.2206,3781.34,0.176755
3.8729,-3.2143,45.0,3709.1,0.17597
3.8729,-3.0306,45.4411,3652.59,0.175474
3.8729,-2.8469,45.0,3581.12,0.174854
3.8729,-2.6633,45.6617,3529.89,0.174646
3.8729,-2.4796,45.1103,3462.71,0.1744
3.8729,-2.2959,45.8822,3413.51,0.174295
3.8729,-2.1122,46.7644,3366.2,0.174282
3.8729,-1.9286,47.7569,3320.97,0.174356
3.8729,-1.7449,48.6391,3274.61,0.174281
3.8729,-1.5612,49.6316,3230.45,0.17429
3.8729,-1.3776,50.6241,3186.81,0.174265
3.8729,-1.1939,51.6165,3143.67,0.174207
3.8729,-1.0102,52.609,3100.99,0.174115
3.8729,-0.8265,53.7118,3060.89,0.174099
3.8729,-0.6429,54.8145,3021.36,0.174046
3.8729,-0.4592,55.9173,2982.37,0.173957
3.8729,-0.2755,57.1303,2946.34,0.17394
3.8729,-0.0918,58.2331,2908.39,0.173777
3.8729,0.0918,59.4461,2873.54,0.173684
3.8729,0.2755,60.6591,2839.26,0.173553
3.8729,0.4592,61.9825,2808.44,0.173492
3.8729,0.6429,63.1955,2775.32,0.173287
3.8729,0.8265,64.5188,2745.81,0.173151
3.8729,1.0102,65.9524,2720.26,0.173085
3.8729,1.1939,67.2757,2692.18,0.172879
3.8729,1.3776,68.7093,2668.28,0.172746
3.8729,1.5612,70.0326,2641.49,0.172473
3.8729,1.7449,71.5764,2623.0,0.172386
3.8729,1.9286,73.01,2601.57,0.172163
3.8729,2.1122,74.4436,2580.93,0.171912
3.8729,2.2959,75.9875,2565.5,0.171752
3.8729,2.4796,77.5313,2551.21,0.171575
3.8729,2.6633,79.0752,2538.08,0.171381
3.8729,2.8469,80.619,2526.11,0.171175
3.8729,3.0306,82.1629,2515.34,0.170959
3.8729,3.2143,83.7068,2505.78,0.170737
3.8729,3.398,85.2506,2497.49,0.170511
3.8729,3.5816,86.9048,2496.87,0.170437
3.8729,3.7653,88.4486,2491.61,0.170222
3.8729,3.949,88.6692,2416.16,0.170176
3.8729,4.1327,88.7794,2345.99,0.170769
3.8729,4.3163,88.6692,2277.76,0.172079
3.8729,4.5,88.3383,2213.87,0.174425
3.9576,-4.5,45.1103,4252.43,0.188094
3.9576,-4.3163,45.0,4168.33,0.186045
3.9576,-4.1327,45.0,4091.07,0.184548
3.9576,-3.949,45.0,4015.54,0.183032
3.9576,-3.7653,45.0,3942.64,0.181925
3.9576,-3.5816,45.0,3871.32,0.181119
3.9576,-3.398,45.0,3802.06,0.179902
3.9576,-3.2143,45.0,3735.12,0.179499
3.9576,-3.0306,45.1103,3671.73,0.17857
3.9576,-2.8469,45.0,3606.88,0.178444
3.9576,-2.6633,45.3308,3550.2,0.177852
3.9576,-2.4796,46.1028,3501.12,0.177764
3.9576,-2.2959,45.5514,3434.83,0.177612
3.9576,-2.1122,46.3233,3385.93,0.177494
3.9576,-1.9286,47.3158,3340.39,0.17758
3.9576,-1.7449,48.198,3293.87,0.17752
3.9576,-1.5612,49.1905,3249.45,0.177544
3.9576,-1.3776,50.0727,3203.82,0.177423
3.9576,-1.1939,51.1754,3162.26,0.177493
3.9576,-1.0102,52.1679,3119.43,0.177418
3.9576,-0.8265,53.1604,3077.05,0.17731
3.9576,-0.6429,54.2632,3037.22,0.177276
3.9576,-0.4592,55.3659,2997.97,0.177207
3.9576,-0.2755,56.5789,2961.58,0.177207
3.9576,-0.0918,57.6817,2923.45,0.177065
3.9576,0.0918,58.8947,2888.31,0.176992
3.9576,0.2755,60.1078,2853.79,0.176881
3.9576,0.4592,61.3208,2819.86,0.176734
3.9576,0.6429,62.6441,2789.35,0.176654
3.9576,0.8265,63.9674,2759.57,0.176538
3.9576,1.0102,65.2907,2730.5,0.176385
3.9576,1.1939,66.614,2702.1,0.176199
3.9576,1.3776,69.5915,2728.15,0.176008
3.9576,1.5612,69.3709,2650.7,0.175828
3.9576,1.7449,70.8045,2627.92,0.175648
3.9576,1.9286,73.8922,2667.6,0.175535
3.9576,2.1122,73.782,2588.88,0.175311
3.9576,2.2959,76.7594,2631.27,0.175099
3.9576,2.4796,76.7594,2553.7,0.174879
3.9576,2.6633,78.3033,2539.86,0.174691
3.9576,2.8469,79.8471,2527.2,0.174488
3.9576,3.0306,81.391,2515.71,0.174274
3.9576,3.2143,83.0451,2510.88,0.174183
3.9576,3.398,84.589,2502.12,0.173961
3.9576,3.5816,86.1328,2494.67,0.173737
3.9576,3.7653,87.787,2494.98,0.173667
3.9576,3.949,87.8972,2416.42,0.173639
3.9576,4.1327,88.0075,2348.8,0.174394
3.9576,4.3163,87.787,2278.9,0.175781
3.9576,4.5,87.3459,2214.28,0.178239
4.0424,-4.5,45.0,4274.54,0.191179
4.0424,-4.3163,45.0,4195.19,0.189438
4.0424,-4.1327,45.0,4117.52,0.187966
4.0424,-3.949,45.0,4042.34,0.186445
4.0424,-3.7653,45.0,3968.98,0.185372
4.0424,-3.5816,45.0,3897.27,0.184073
4.0424,-3.398,45.0,3828.27,0.183387
4.0424,-3.2143,45.2206,3765.52,0.182568
4.0424,-3.0306,45.0,3695.41,0.181962
4.0424,-2.8469,45.5514,3641.83,0.181634
4.0424,-2.6633,45.0,3570.5,0.181068
4.0424,-2.4796,45.7719,3521.36,0.180994
4.0424,-2.2959,45.1103,3454.86,0.180821
4.0424,-2.1122,45.9925,3407.16,0.180832
4.0424,-1.9286,46.8747,3359.96,0.180814
4.0424,-1.7449,47.7569,3313.25,0.180769
4.0424,-1.5612,48.6391,3267.0,0.180695
4.0424,-1.3776,49.6316,3222.81,0.180701
4.0424,-1.1939,50.6241,3179.18,0.180676
4.0424,-1.0102,51.6165,3136.08,0.180619
4.0424,-0.8265,52.7193,3095.39,0.180636
4.0424,-0.6429,53.7118,3053.33,0.180513
4.0424,-0.4592,54.8145,3013.79,0.180462
4.0424,-0.2755,56.0276,2977.02,0.180479
4.0424,-0.0918,57.1303,2938.68,0.180357
4.0424,0.0918,59.9975,2941.81,0.180302
4.0424,0.2755,61.2105,2908.7,0.180192
4.0424,0.4592,62.4236,2876.09,0.180047
4.0424,0.6429,61.9825,2800.7,0.179921
4.0424,0.8265,64.9599,2815.85,0.179762
4.0424,1.0102,66.2832,2788.39,0.179624
4.0424,1.1939,67.6065,2761.56,0.179453
4.0424,1.3776,69.0401,2739.36,0.179364
4.0424,1.5612,70.3634,2713.83,0.17913
4.0424,1.7449,71.797,2693.19,0.178985
4.0424,1.9286,73.2306,2673.4,0.178813
4.0424,2.1122,74.6642,2654.43,0.178618
4.0424,2.2959,76.0977,2636.26,0.1784
4.0424,2.4796,77.6416,2624.12,0.178292
4.0424,2.6633,79.0752,2607.75,0.178038
4.0424,2.8469,80.619,2597.9,0.177907
4.0424,3.0306,80.7293,2521.63,0.177726
4.0424,3.2143,82.2732,2510.9,0.17751
4.0424,3.398,83.817,2501.41,0.177287
4.0424,3.5816,85.4712,2498.95,0.177196
4.0424,3.7653,87.015,2492.37,0.176975
4.0424,3.949,88.5589,2487.2,0.176759
4.0424,4.1327,88.7794,2415.54,0.176944
4.0424,4.3163,88.7794,2343.88,0.177661
4.0424,4.5,88.5589,2275.2,0.179148
4.1271,-4.5,45.0,4301.45,0.194559
4.1271,-4.3163,45.0,4221.72,0.192837
4.1271,-4.1327,45.0,4144.19,0.191189
4.1271,-3.949,45.0,4068.78,0.189865
4.1271,-3.7653,45.1103,3998.43,0.188667
4.1271,-3.5816,45.0,3923.6,0.187523
4.1271,-3.398,45.0,3854.05,0.18688
4.1271,-3.2143,45.0,3786.21,0.185749
4.1271,-3.0306,45.0,3720.97,0.185504
4.1271,-2.8469,45.1103,3658.8,0.184634
4.1271,-2.6633,45.0,3595.77,0.184672
4.1271,-2.4796,45.3308,3539.92,0.184111
4.1271,-2.2959,46.213,3492.72,0.184145
4.1271,-2.1122,45.5514,3427.13,0.184064
4.1271,-1.9286,46.4336,3379.7,0.184059
4.1271,-1.7449,47.3158,3332.78,0.184027
4.1271,-1.5612,48.198,3286.35,0.183967
4.1271,-1.3776,49.1905,3241.89,0.183986
4.1271,-1.1939,50.183,3198.03,0.183976
4.1271,-1.0102,51.1754,3154.73,0.183934
4.1271,-0.8265,52.1679,3111.96,0.183861
4.1271,-0.6429,53.2707,3071.57,0.18386
4.1271,-0.4592,56.0276,3063.92,0.183813
4.1271,-0.2755,57.1303,3026.15,0.183719
4.1271,-0.0918,58.2331,2988.83,0.18359
4.1271,0.0918,59.4461,2954.86,0.183535
4.1271,0.2755,60.6591,2921.49,0.183445
4.1271,0.4592,61.8722,2888.66,0.183318
4.1271,0.6429,63.0852,2856.34,0.183157
4.1271,0.8265,64.4085,2827.93,0.18307
4.1271,1.0102,65.7318,2800.21,0.182949
4.1271,1.1939,67.0551,2773.15,0.182795
4.1271,1.3776,68.3784,2746.72,0.18261
4.1271,1.5612,69.812,2724.91,0.182506
4.1271,1.7449,71.1353,2699.78,0.182259
4.1271,1.9286,72.5689,2679.54,0.1821
4.1271,2.1122,74.0025,2660.14,0.181916
4.1271,2.2959,75.4361,2641.58,0.181709
4.1271,2.4796,76.9799,2628.82,0.181607
4.1271,2.6633,78.4135,2612.08,0.181362
4.1271,2.8469,79.9574,2601.63,0.181234
4.1271,3.0306,79.9574,2522.99,0.181069
4.1271,3.2143,81.5013,2511.55,0.180855
4.1271,3.398,84.4787,2571.97,0.180673
4.1271,3.5816,84.6992,2497.85,0.180531
4.1271,3.7653,86.2431,2490.49,0.180307
4.1271,3.949,87.8972,2490.6,0.180226
4.1271,4.1327,88.0075,2415.81,0.180427
4.1271,4.3163,87.8972,2342.4,0.181202
4.1271,4.5,87.6767,2276.51,0.182869
4.2119,-4.5,45.0,4328.04,0.197946
4.2119,-4.3163,45.0,4248.2,0.196154
4.2119,-4.1327,45.0,4170.7,0.19459
4.2119,-3.949,45.0,4094.85,0.193293
4.2119,-3.7653,45.0,4021.12,0.191891
4.2119,-3.5816,45.0,3949.55,0.19098
4.2119,-3.398,45.1103,3882.37,0.189946
4.2119,-3.2143,45.0,3811.99,0.189245
4.2119,-3.0306,45.3308,3752.84,0.188628
4.2119,-2.8469,45.0,3682.21,0.188046
4.2119,-2.6633,45.5514,3629.06,0.187737
4.2119,-2.4796,45.0,3560.26,0.187361
4.2119,-2.2959,45.7719,3511.26,0.187287
4.2119,-2.1122,46.6541,3464.28,0.187304
4.2119,-1.9286,47.5363,3417.75,0.187293
4.2119,-1.7449,48.4185,3371.65,0.187252
4.2119,-1.5612,47.7569,3305.83,0.187247
4.2119,-1.3776,50.2932,3282.63,0.187197
4.2119,-1.1939,49.6316,3215.49,0.187176
4.2119,-1.0102,50.6241,3171.88,0.18715
4.2119,-0.8265,53.381,3157.9,0.187155
4.2119,-0.6429,54.3734,3116.5,0.187038
4.2119,-0.4592,55.4762,3077.96,0.186997
4.2119,-0.2755,56.5789,3039.94,0.186922
4.2119,-0.0918,57.792,3005.11,0.186919
4.2119,0.0918,58.8947,2968.12,0.186774
4.2119,0.2755,60.1078,2934.45,0.186701
4.2119,0.4592,61.3208,2901.38,0.186593
4.2119,0.6429,62.5338,2868.85,0.186451
4.2119,0.8265,63.8571,2840.12,0.18638
4.2119,1.0102,65.1805,2812.12,0.186276
4.2119,1.1939,66.3935,2781.24,0.186033
4.2119,1.3776,67.8271,2758.16,0.185971
4.2119,1.5612,69.1504,2732.14,0.185772
4.2119,1.7449,70.584,2710.73,0.185653
4.2119,1.9286,71.9073,2686.01,0.185395
4.2119,2.1122,73.3409,2666.18,0.185223
4.2119,2.2959,74.8847,2651.78,0.185145
4.2119,2.4796,76.3183,2633.83,0.18493
4.2119,2.6633,77.7519,2616.71,0.184696
4.2119,2.8469,79.2957,2605.65,0.184571
4.2119,3.0306,80.8396,2595.91,0.184438
4.2119,3.2143,82.2732,2581.71,0.184163
4.2119,3.398,83.817,2574.4,0.184019
4.2119,3.5816,85.3609,2568.55,0.183876
4.2119,3.7653,86.9048,2564.2,0.18374
4.2119,3.949,87.1253,2488.3,0.183565
4.2119,4.1327,88.7794,2489.38,0.183488
4.2119,4.3163,88.8897,2415.02,0.183748
4.2119,4.5,88.7794,2342.01,0.184592
4.2966,-4.5,45.0,4354.37,0.20134
4.2966,-4.3163,45.0,4274.76,0.199541
4.2966,-4.1327,45.0,4196.88,0.197998
4.2966,-3.949,45.0,4120.79,0.196481
4.2966,-3.7653,45.0,4047.18,0.195321
4.2966,-3.5816,45.2206,3981.59,0.1944
4.2966,-3.398,45.0,3905.19,0.193239
4.2966,-3.2143,45.0,3837.35,0.192749
4.2966,-3.0306,45.0,3770.9,0.191696
4.2966,-2.8469,45.0,3707.32,0.191599
4.2966,-2.6633,45.2206,3648.3,0.190907
4.2966,-2.4796,46.1028,3601.57,0.190975
4.2966,-2.2959,45.4411,3531.52,0.190558
4.2966,-2.1122,46.213,3482.79,0.190471
4.2966,-1.9286,47.0952,3436.04,0.190472
4.2966,-1.7449,47.9774,3389.75,0.190445
4.2966,-1.5612,48.9699,3345.71,0.190502
4.2966,-1.3776,49.8521,3300.32,0.190417
4.2966,-1.1939,50.8446,3257.3,0.190413
4.2966,-1.0102,51.8371,3214.78,0.190378
4.2966,-0.8265,52.9398,3174.92,0.190419
4.2966,-0.6429,53.9323,3133.39,0.19032
4.2966,-0.4592,55.0351,3094.64,0.190295
4.2966,-0.2755,56.1378,3056.45,0.190236
4.2966,-0.0918,57.2406,3018.77,0.190144
4.2966,0.0918,58.3434,2981.57,0.190018
4.2966,0.2755,59.5564,2947.61,0.189962
4.2966,0.4592,60.7694,2914.27,0.189872
4.2966,0.6429,61.9825,2881.5,0.189748
4.2966,0.8265,63.3058,2852.44,0.189693
4.2966,1.0102,64.5188,2820.84,0.189502
4.2966,1.1939,65.8421,2793.12,0.189381
4.2966,1.3776,67.1654,2766.09,0.189229
4.2966,1.5612,68.4887,2739.72,0.189046
4.2966,1.7449,69.9223,2717.82,0.188939
4.2966,1.9286,71.3559,2696.83,0.188806
4.2966,2.1122,72.7895,2676.74,0.188648
4.2966,2.2959,74.2231,2657.52,0.188466
4.2966,2.4796,75.6566,2639.15,0.188262
4.2966,2.6633,77.0902,2621.64,0.188038
4.2966,2.8469,78.6341,2609.98,0.187916
4.2966,3.0306,80.0677,2594.35,0.18766
4.2966,3.2143,81.6115,2585.07,0.187519
4.2966,3.398,83.1554,2577.14,0.187375
4.2966,3.5816,84.6992,2570.65,0.187231
4.2966,3.7653,86.2431,2565.63,0.187091
4.2966,3.949,86.3534,2486.7,0.186925
4.2966,4.1327,88.0075,2486.65,0.186834
4.2966,4.3163,88.0075,2410.4,0.187138
4.2966,4.5,87.8972,2340.74,0.188155
4.3814,-4.5,45.0,4380.98,0.204719
4.3814,-4.3163,45.0,4301.02,0.202935
4.3814,-4.1327,45.1103,4227.23,0.201531
4.3814,-3.949,45.0,4146.95,0.19989
4.3814,-3.7653,45.0,4072.9,0.198757
4.3814,-3.5816,45.0,4000.57,0.197463
4.3814,-3.398,45.0,3930.75,0.196705
4.3814,-3.2143,45.2206,3867.67,0.195903
4.3814,-3.0306,45.0,3796.26,0.195202
4.3814,-2.8469,45.4411,3740.32,0.194762
4.3814,-2.6633,45.0,3669.46,0.194212
4.3814,-2.4796,45.6617,3618.69,0.194042
4.3814,-2.2959,45.0,3550.39,0.193724
4.3814,-2.1122,45.8822,3502.98,0.193761
4.3814,-1.9286,46.7644,3456.08,0.193773
4.3814,-1.7449,47.6466,3409.66,0.193758
4.3814,-1.5612,48.5288,3363.69,0.193715
4.3814,-1.3776,49.411,3318.15,0.193645
4.3814,-1.1939,50.4035,3274.89,0.193655
4.3814,-1.0102,51.396,3232.16,0.193634
4.3814,-0.8265,52.3885,3189.93,0.193583
4.3814,-0.6429,53.4912,3150.33,0.193606
4.3814,-0.4592,54.4837,3109.1,0.193491
4.3814,-0.2755,55.5865,3070.61,0.193449
4.3814,-0.0918,56.6892,3032.67,0.193374
4.3814,0.0918,57.9023,2997.81,0.193369
4.3814,0.2755,59.005,2960.96,0.193227
4.3814,0.4592,60.218,2927.33,0.193154
4.3814,0.6429,61.4311,2894.31,0.193047
4.3814,0.8265,62.6441,2861.87,0.192907
4.3814,1.0102,63.9674,2833.11,0.192835
4.3814,1.1939,65.2907,2805.09,0.192731
4.3814,1.3776,66.614,2777.8,0.192595
4.3814,1.5612,67.9373,2751.2,0.192429
4.3814,1.7449,69.2607,2725.26,0.192232
4.3814,1.9286,70.6942,2703.79,0.192111
4.3814,2.1122,72.1278,2683.23,0.191965
4.3814,2.2959,73.5614,2663.57,0.191794
4.3814,2.4796,74.995,2644.78,0.191601
4.3814,2.6633,76.4286,2626.87,0.191387
4.3814,2.8469,77.9724,2614.61,0.191271
4.3814,3.0306,79.406,2598.6,0.191023
4.3814,3.2143,80.9499,2588.71,0.190884
4.3814,3.398,82.4937,2580.18,0.190741
4.3814,3.5816,84.0376,2573.05,0.190596
4.3814,3.7653,85.5815,2567.38,0.190453
4.3814,3.949,87.1253,2563.25,0.190317
4.3814,4.1327,88.6692,2560.75,0.190191
4.3814,4.3163,88.8897,2485.56,0.190114
4.3814,4.5,88.8897,2409.67,0.190475
4.4661,-4.5,45.0,4407.31,0.208105
4.4661,-4.3163,45.0,4326.98,0.206336
4.4661,-4.1327,45.0,4248.87,0.204681
4.4661,-3.949,45.0,4172.79,0.203305
4.4661,-3.7653,45.1103,4102.04,0.20211
4.4661,-3.5816,45.0,4026.27,0.200901
4.4661,-3.398,45.0,3955.93,0.200178
4.4661,-3.2143,45.0,3887.38,0.199059
4.4661,-3.0306,45.0,3821.22,0.198716
4.4661,-2.8469,45.1103,3758.42,0.197865
4.4661,-2.6633,45.0,3694.14,0.197777
4.4661,-2.4796,45.3308,3637.91,0.197243
4.4661,-2.2959,46.1028,3589.27,0.197184
4.4661,-2.1122,45.4411,3521.81,0.196949
4.4661,-1.9286,46.3233,3474.65,0.196971
4.4661,-1.7449,47.2055,3428.0,0.196967
4.4661,-1.5612,48.0877,3381.84,0.196938
4.4661,-1.3776,48.9699,3336.13,0.196881
4.4661,-1.1939,49.9624,3292.6,0.196903
4.4661,-1.0102,50.9549,3249.65,0.196896
4.4661,-0.8265,51.9474,3207.22,0.196859
4.4661,-0.6429,52.9398,3165.3,0.196792
4.4661,-0.4592,54.0426,3125.98,0.196797
4.4661,-0.2755,55.1454,3087.27,0.19677
4.4661,-0.0918,56.2481,3049.15,0.196711
4.4661,0.0918,57.3509,3011.58,0.19662
4.4661,0.2755,58.4536,2974.52,0.196496
4.4661,0.4592,59.6667,2940.57,0.19644
4.4661,0.6429,60.8797,2907.28,0.19635
4.4661,0.8265,62.0927,2874.6,0.196227
4.4661,1.0102,63.416,2845.49,0.196171
4.4661,1.1939,64.6291,2814.04,0.195983
4.4661,1.3776,65.9524,2786.33,0.195863
4.4661,1.5612,67.2757,2759.35,0.195712
4.4661,1.7449,70.2531,2788.79,0.195617
4.4661,1.9286,70.0326,2711.09,0.195423
4.4661,2.1122,71.4662,2690.05,0.195288
4.4661,2.2959,72.8997,2669.94,0.195129
4.4661,2.4796,74.3333,2650.72,0.194947
4.4661,2.6633,75.7669,2632.39,0.194744
4.4661,2.8469,77.3108,2619.53,0.194632
4.4661,3.0306,78.7444,2603.13,0.194394
4.4661,3.2143,80.2882,2592.65,0.194258
4.4661,3.398,81.8321,2583.51,0.194116
4.4661,3.5816,83.3759,2575.75,0.193971
4.4661,3.7653,84.9198,2569.44,0.193826
4.4661,3.949,86.4637,2564.64,0.193686
4.4661,4.1327,88.0075,2561.42,0.193554
