distance,robot_vel,angle,rpm,cost
2.6017,-0.2755,62.9749,2646.93,0.124872
2.6017,-0.0918,64.4085,2618.62,0.124734
2.6017,0.0918,65.7318,2587.27,0.12441
2.6017,0.2755,67.1654,2560.1,0.124174
2.6017,0.4592,68.7093,2537.54,0.12403
2.6017,0.6429,70.1429,2511.63,0.123703
2.6017,0.8265,71.6867,2490.6,0.123475
2.6017,1.0102,73.2306,2470.38,0.12321
2.6017,1.1939,74.7744,2450.96,0.12291
2.6017,1.3776,76.3183,2432.29,0.122577
2.6017,1.5612,77.9724,2419.67,0.122371
2.6017,1.7449,79.6266,2408.31,0.122149
2.6017,1.9286,81.1704,2392.32,0.121744
2.6017,2.1122,82.8246,2383.25,0.121494
2.6017,2.2959,84.4787,2375.54,0.12124
2.6017,2.4796,84.9198,2305.22,0.121085
2.6017,2.6633,86.6842,2302.8,0.120891
2.6017,2.8469,88.3383,2296.17,0.12054
2.6017,3.0306,88.7794,2231.79,0.12107
2.6017,3.2143,89.0,2168.67,0.122516
2.6017,3.398,89.0,2110.24,0.125442
2.6017,3.5816,88.6692,2056.24,0.130732
2.6017,3.7653,88.4486,2017.38,0.141023
2.6864,-4.5,45.0,3820.05,0.137702
2.6864,-4.3163,45.0,3742.5,0.135838
2.6864,-4.1327,45.0,3667.5,0.134461
2.6864,-3.949,45.0,3594.41,0.133443
2.6864,-3.7653,45.0,3523.67,0.131927
2.6864,-3.5816,45.0,3455.74,0.131396
2.6864,-3.398,45.2206,3393.51,0.130381
2.6864,-3.2143,45.0,3326.46,0.130047
2.6864,-3.0306,45.6617,3274.25,0.129709
2.6864,-2.8469,45.0,3207.09,0.129421
2.6864,-2.6633,45.9925,3159.56,0.129495
2.6864,-2.4796,46.8747,3111.26,0.129385
2.6864,-2.2959,47.8672,3064.82,0.129373
2.6864,-2.1122,48.8596,3018.9,0.129317
2.6864,-1.9286,49.9624,2975.1,0.129353
2.6864,-1.7449,50.9549,2930.23,0.129206
2.6864,-1.5612,52.0576,2887.56,0.129147
2.6864,-1.3776,54.8145,2875.73,0.129058
2.6864,-1.1939,56.0276,2837.8,0.128991
2.6864,-1.0102,57.2406,2800.38,0.128871
2.6864,-0.8265,58.4536,2763.41,0.128701
2.6864,-0.6429,59.6667,2726.85,0.128479
2.6864,-0.4592,60.99,2693.76,0.128339
2.6864,-0.2755,62.3133,2661.21,0.128148
2.6864,-0.0918,63.6366,2629.16,0.127906
2.6864,0.0918,65.0702,2601.06,0.127747
2.6864,0.2755,66.5038,2573.62,0.127539
2.6864,0.4592,67.9373,2546.82,0.127286
2.6864,0.6429,69.3709,2520.61,0.126988
2.6864,0.8265,70.9148,2499.07,0.126782
2.6864,1.0102,72.4586,2478.4,0.126538
2.6864,1.1939,74.0025,2458.55,0.126258
2.6864,1.3776,75.5464,2439.51,0.125946
2.6864,1.5612,77.2005,2426.26,0.125751
2.6864,1.7449,78.7444,2408.99,0.125384
2.6864,1.9286,80.3985,2398.01,0.125149
2.6864,2.1122,82.0526,2388.34,0.124904
2.6864,2.2959,83.7068,2380.03,0.124653
2.6864,2.4796,85.3609,2373.15,0.124401
2.6864,2.6633,87.015,2367.78,0.124153
2.6864,2.8469,88.6692,2364.01,0.123916
2.6864,3.0306,87.787,2230.27,0.124646
2.6864,3.2143,87.8972,2166.56,0.126257
2.6864,3.398,87.8972,2111.4,0.12953
2.6864,3.5816,87.4561,2057.54,0.135146
2.6864,3.7653,87.1253,2018.68,0.145937
2.7712,-4.5,45.0,3850.09,0.140883
2.7712,-4.3163,45.0,3772.74,0.139241
2.7712,-4.1327,45.0,3697.29,0.137924
2.7712,-3.949,45.0,3623.98,0.136323
2.7712,-3.7653,45.0,3553.49,0.13546
2.7712,-3.5816,45.3308,3492.11,0.13459
2.7712,-3.398,45.0,3418.7,0.133674
2.7712,-3.2143,45.6617,3366.06,0.133351
2.7712,-3.0306,45.1103,3294.96,0.132697
2.7712,-2.8469,46.1028,3248.13,0.1328
2.7712,-2.6633,45.4411,3182.25,0.132671
2.7712,-2.4796,46.4336,3134.95,0.132723
2.7712,-2.2959,48.8596,3106.74,0.132562
2.7712,-2.1122,48.3083,3040.78,0.132565
2.7712,-1.9286,50.9549,3019.08,0.132513
2.7712,-1.7449,52.0576,2977.04,0.132487
2.7712,-1.5612,53.1604,2935.49,0.132412
2.7712,-1.3776,54.2632,2894.38,0.132289
2.7712,-1.1939,55.3659,2853.67,0.132117
2.7712,-1.0102,56.5789,2815.93,0.132029
2.7712,-0.8265,57.792,2778.69,0.13189
2.7712,-0.6429,59.005,2741.92,0.131801
2.7712,-0.4592,60.3283,2708.5,0.13159
2.7712,-0.2755,61.6516,2675.67,0.13143
2.7712,-0.0918,62.9749,2643.39,0.13122
2.7712,0.0918,64.4085,2614.93,0.131088
2.7712,0.2755,65.7318,2583.74,0.130782
2.7712,0.4592,67.1654,2556.54,0.130556
2.7712,0.6429,68.7093,2533.73,0.130414
2.7712,0.8265,70.1429,2507.91,0.130101
2.7712,1.0102,71.6867,2486.75,0.129879
2.7712,1.1939,73.2306,2466.46,0.12962
2.7712,1.3776,74.7744,2447.01,0.129327
2.7712,1.5612,76.4286,2433.11,0.129144
2.7712,1.7449,77.9724,2415.5,0.128795
2.7712,1.9286,79.6266,2403.91,0.128569
2.7712,2.1122,81.2807,2393.63,0.12833
2.7712,2.2959,82.9348,2384.71,0.128083
2.7712,2.4796,84.589,2377.21,0.127832
2.7712,2.6633,86.2431,2371.19,0.127583
2.7712,2.8469,87.8972,2366.75,0.127341
2.7712,3.0306,88.3383,2296.42,0.127309
2.7712,3.2143,88.6692,2231.21,0.128078
2.7712,3.398,88.7794,2168.31,0.129856
2.7712,3.5816,88.5589,2107.59,0.133123
2.7712,3.7653,88.1178,2055.45,0.139072
2.7712,3.949,87.6767,2015.97,0.15025
2.8559,-4.5,45.0,3880.15,0.14425
2.8559,-4.3163,45.0,3802.42,0.142657
2.8559,-4.1327,45.0,3726.67,0.140952
2.8559,-3.949,45.0,3653.73,0.139796
2.8559,-3.7653,45.3308,3591.04,0.138892
2.8559,-3.5816,45.0,3513.74,0.137609
2.8559,-3.398,45.0,3447.75,0.13731
2.8559,-3.2143,45.2206,3386.88,0.136364
2.8559,-3.0306,45.0,3322.13,0.136296
2.8559,-2.8469,45.5514,3268.84,0.135833
2.8559,-2.6633,46.5439,3222.18,0.135913
2.8559,-2.4796,47.4261,3174.31,0.135811
2.8559,-2.2959,48.4185,3128.61,0.135808
2.8559,-2.1122,49.411,3083.37,0.135761
2.8559,-1.9286,50.4035,3038.57,0.135671
2.8559,-1.7449,51.5063,2996.23,0.13567
2.8559,-1.5612,52.4987,2952.27,0.135491
2.8559,-1.3776,53.7118,2913.12,0.135528
2.8559,-1.1939,54.8145,2872.26,0.135386
2.8559,-1.0102,56.0276,2834.27,0.135325
2.8559,-0.8265,57.2406,2796.83,0.135215
2.8559,-0.6429,58.4536,2759.91,0.135057
2.8559,-0.4592,59.6667,2723.46,0.13485
2.8559,-0.2755,60.99,2690.31,0.134718
2.8559,-0.0918,62.3133,2657.77,0.134538
2.8559,0.0918,63.6366,2625.79,0.13431
2.8559,0.2755,65.0702,2597.57,0.134158
2.8559,0.4592,66.5038,2570.08,0.13396
2.8559,0.6429,67.9373,2543.28,0.133717
2.8559,0.8265,69.3709,2517.13,0.133432
2.8559,1.0102,70.9148,2495.45,0.133231
2.8559,1.1939,72.4586,2474.68,0.132993
2.8559,1.3776,74.0025,2454.79,0.13272
2.8559,1.5612,75.5464,2435.76,0.132416
2.8559,1.7449,77.2005,2422.25,0.132218
2.8559,1.9286,78.8546,2410.04,0.132001
2.8559,2.1122,80.3985,2393.93,0.131624
2.8559,2.2959,82.0526,2384.1,0.131375
2.8559,2.4796,83.7068,2375.66,0.131121
2.8559,2.6633,85.3609,2368.65,0.130864
2.8559,2.8469,87.1253,2369.69,0.130786
2.8559,3.0306,88.7794,2366.23,0.130551
2.8559,3.2143,87.6767,2229.97,0.131697
2.8559,3.398,87.6767,2166.59,0.13364
2.8559,3.5816,87.4561,2109.16,0.137247
2.8559,3.7653,86.9048,2057.21,0.143518
2.8559,3.949,88.7794,2053.68,0.143011
2.8559,4.1327,88.2281,2013.55,0.154578
2.9407,-4.5,45.0,3909.7,0.147631
2.9407,-4.3163,45.0,3831.61,0.145802
2.9407,-4.1327,45.0,3756.32,0.144378
2.9407,-3.949,45.0,3682.88,0.143283
2.9407,-3.7653,45.0,3611.36,0.14181
2.9407,-3.5816,45.0,3542.85,0.141166
2.9407,-3.398,45.3308,3482.55,0.14036
2.9407,-3.2143,45.0,3411.74,0.139702
2.9407,-3.0306,45.6617,3359.55,0.139401
2.9407,-2.8469,45.1103,3291.36,0.139029
2.9407,-2.6633,45.9925,3242.88,0.138988
2.9407,-2.4796,46.985,3196.4,0.139047
2.9407,-2.2959,47.8672,3148.8,0.13893
2.9407,-2.1122,48.8596,3103.3,0.138907
2.9407,-1.9286,49.8521,3058.27,0.138842
2.9407,-1.7449,50.9549,3015.61,0.138865
2.9407,-1.5612,51.9474,2971.51,0.138714
2.9407,-1.3776,53.0501,2929.88,0.138648
2.9407,-1.1939,54.2632,2890.94,0.138662
2.9407,-1.0102,55.3659,2850.35,0.138503
2.9407,-0.8265,56.5789,2812.57,0.138421
2.9407,-0.6429,57.792,2775.36,0.138292
2.9407,-0.4592,59.005,2738.68,0.138116
2.9407,-0.2755,60.3283,2705.17,0.138013
2.9407,-0.0918,63.1955,2714.1,0.137835
2.9407,0.0918,62.9749,2640.09,0.137663
2.9407,0.2755,65.9524,2657.17,0.137488
2.9407,0.4592,65.7318,2580.46,0.137247
2.9407,0.6429,67.1654,2553.24,0.137031
2.9407,0.8265,70.2531,2582.3,0.136849
2.9407,1.0102,71.6867,2558.56,0.136558
2.9407,1.1939,73.2306,2540.13,0.136372
2.9407,1.3776,73.2306,2462.89,0.136123
2.9407,1.5612,74.7744,2443.43,0.135838
2.9407,1.7449,77.8622,2490.34,0.13565
2.9407,1.9286,77.9724,2411.75,0.135312
2.9407,2.1122,80.9499,2461.65,0.135058
2.9407,2.2959,81.2807,2389.53,0.134842
2.9407,2.4796,82.9348,2380.47,0.134591
2.9407,2.6633,84.589,2372.84,0.134337
2.9407,2.8469,86.2431,2366.71,0.134083
2.9407,3.0306,87.8972,2362.16,0.133835
2.9407,3.2143,88.2281,2291.2,0.134003
2.9407,3.398,88.4486,2226.27,0.13503
2.9407,3.5816,88.4486,2164.46,0.137147
2.9407,3.7653,88.1178,2105.46,0.140874
2.9407,3.949,87.5664,2055.01,0.147477
2.9407,4.1327,87.015,2016.68,0.159694
2.9407,4.3163,89.0,2014.66,0.159209
3.0254,-4.5,45.1103,3943.29,0.151139
3.0254,-4.3163,45.0,3861.13,0.149192
3.0254,-4.1327,45.0,3785.42,0.147816
3.0254,-3.949,45.1103,3714.88,0.146456
3.0254,-3.7653,45.0,3640.48,0.145305
3.0254,-3.5816,45.4411,3581.75,0.144651
3.0254,-3.398,45.0,3504.17,0.143438
3.0254,-3.2143,45.7719,3454.09,0.143308
3.0254,-3.0306,45.2206,3380.47,0.142475
3.0254,-2.8469,46.1028,3332.37,0.142459
3.0254,-2.6633,45.5514,3265.31,0.14222
3.0254,-2.4796,46.4336,3217.09,0.142162
3.0254,-2.2959,47.4261,3170.82,0.142201
3.0254,-2.1122,48.4185,3125.1,0.142199
3.0254,-1.9286,49.411,3079.91,0.142156
3.0254,-1.7449,50.4035,3035.19,0.142072
3.0254,-1.5612,51.396,2990.93,0.141948
3.0254,-1.3776,52.4987,2949.03,0.141906
3.0254,-1.1939,53.6015,2907.67,0.141821
3.0254,-1.0102,54.8145,2868.96,0.141813
3.0254,-0.8265,55.9173,2828.66,0.141637
3.0254,-0.6429,57.1303,2791.13,0.141536
3.0254,-0.4592,59.9975,2792.92,0.141415
3.0254,-0.2755,59.6667,2720.27,0.141313
3.0254,-0.0918,62.6441,2729.76,0.141173
3.0254,0.0918,63.9674,2699.01,0.140983
3.0254,0.2755,65.2907,2668.77,0.140748
3.0254,0.4592,66.7243,2642.8,0.140599
3.0254,0.6429,68.0476,2613.54,0.140279
3.0254,0.8265,69.4812,2588.78,0.140048
3.0254,1.0102,71.0251,2568.97,0.139911
3.0254,1.1939,72.4586,2545.6,0.139607
3.0254,1.3776,74.0025,2527.51,0.139405
3.0254,1.5612,75.5464,2510.35,0.139176
3.0254,1.7449,77.0902,2494.12,0.138922
3.0254,1.9286,78.6341,2478.8,0.138646
3.0254,2.1122,80.2882,2470.16,0.138508
3.0254,2.2959,80.3985,2390.3,0.138186
3.0254,2.4796,82.0526,2380.35,0.137936
3.0254,2.6633,83.7068,2371.79,0.137678
3.0254,2.8469,85.4712,2370.45,0.13757
3.0254,3.0306,87.1253,2365.22,0.13732
3.0254,3.2143,88.7794,2361.65,0.137079
3.0254,3.398,87.4561,2225.58,0.138694
3.0254,3.5816,87.3459,2163.36,0.140972
3.0254,3.7653,87.015,2107.42,0.14503
3.0254,3.949,88.8897,2104.92,0.144625
3.0254,4.1327,88.2281,2053.12,0.151447
3.0254,4.3163,87.6767,2015.64,0.164204
3.1102,-4.5,45.0,3968.1,0.154231
3.1102,-4.3163,45.0,3890.15,0.152593
3.1102,-4.1327,45.1103,3817.66,0.151142
3.1102,-3.949,45.0,3740.48,0.149698
3.1102,-3.7653,45.0,3669.01,0.148814
3.1102,-3.5816,45.0,3599.2,0.147454
3.1102,-3.398,45.0,3532.6,0.147018
3.1102,-3.2143,45.3308,3473.34,0.146268
3.1102,-3.0306,45.0,3405.03,0.145854
3.1102,-2.8469,45.6617,3353.26,0.145571
3.1102,-2.6633,45.1103,3287.84,0.145467
3.1102,-2.4796,45.9925,3239.44,0.145428
3.1102,-2.2959,46.8747,3191.5,0.145353
3.1102,-2.1122,47.8672,3145.45,0.145372
3.1102,-1.9286,48.8596,3099.97,0.145351
3.1102,-1.7449,49.8521,3055.01,0.145291
3.1102,-1.5612,50.8446,3010.54,0.145191
3.1102,-1.3776,51.9474,2968.33,0.145173
3.1102,-1.1939,53.0501,2926.72,0.145112
3.1102,-1.0102,54.1529,2885.66,0.145008
3.1102,-0.8265,57.0201,2880.9,0.144964
3.1102,-0.6429,58.2331,2844.71,0.144857
3.1102,-0.4592,59.4461,2809.02,0.144705
3.1102,-0.2755,60.6591,2773.76,0.144507
3.1102,-0.0918,61.9825,2742.12,0.144388
3.1102,0.0918,63.3058,2711.08,0.144224
3.1102,0.2755,64.6291,2680.58,0.144016
3.1102,0.4592,66.0627,2654.22,0.14389
3.1102,0.6429,67.386,2624.81,0.143597
3.1102,0.8265,68.8195,2599.75,0.143389
3.1102,1.0102,70.2531,2575.36,0.143142
3.1102,1.1939,71.797,2555.89,0.142988
3.1102,1.3776,73.2306,2532.91,0.142672
3.1102,1.5612,74.7744,2515.18,0.142456
3.1102,1.7449,76.3183,2498.4,0.142214
3.1102,1.9286,77.8622,2482.55,0.141949
3.1102,2.1122,79.5163,2473.08,0.141811
3.1102,2.2959,81.0602,2459.36,0.141512
3.1102,2.4796,82.7143,2452.64,0.141359
3.1102,2.6633,84.2581,2441.15,0.14104
3.1102,2.8469,85.9123,2437.41,0.14089
3.1102,3.0306,86.2431,2362.77,0.14067
3.1102,3.2143,87.8972,2358.15,0.140417
3.1102,3.398,88.2281,2291.74,0.140914
3.1102,3.5816,88.3383,2226.17,0.142176
3.1102,3.7653,88.1178,2161.23,0.144509
3.1102,3.949,87.6767,2103.79,0.148687
3.1102,4.1327,86.9048,2052.99,0.155824
3.1102,4.3163,88.8897,2051.55,0.155428
3.1102,4.5,88.3383,2014.85,0.168725
3.1949,-4.5,45.0,3997.03,0.157604
3.1949,-4.3163,45.0,3918.69,0.156006
3.1949,-4.1327,45.0,3842.77,0.154327
3.1949,-3.949,45.0,3769.03,0.153157
3.1949,-3.7653,45.1103,3699.93,0.151906
3.1949,-3.5816,45.0,3627.71,0.15097
3.1949,-3.398,45.4411,3569.74,0.150364
3.1949,-3.2143,45.0,3494.95,0.149399
3.1949,-3.0306,45.7719,3445.02,0.149278
3.1949,-2.8469,45.2206,3374.29,0.148699
3.1949,-2.6633,46.1028,3326.21,0.148684
3.1949,-2.4796,46.985,3278.52,0.148633
3.1949,-2.2959,46.4336,3213.75,0.148651
3.1949,-2.1122,47.3158,3166.11,0.14856
3.1949,-1.9286,48.3083,3120.3,0.148559
3.1949,-1.7449,49.3008,3075.07,0.148521
3.1949,-1.5612,51.9474,3055.96,0.148461
3.1949,-1.3776,53.0501,3014.98,0.148432
3.1949,-1.1939,54.1529,2974.49,0.148359
3.1949,-1.0102,55.2556,2934.46,0.148243
3.1949,-0.8265,56.4687,2897.46,0.148206
3.1949,-0.6429,57.5714,2858.31,0.148002
3.1949,-0.4592,58.7845,2822.31,0.147877
3.1949,-0.2755,60.1078,2789.75,0.147827
3.1949,-0.0918,61.3208,2754.79,0.147612
3.1949,0.0918,62.6441,2723.41,0.147474
3.1949,0.2755,63.9674,2692.63,0.147292
3.1949,0.4592,65.2907,2662.39,0.147067
3.1949,0.6429,66.7243,2636.25,0.14692
3.1949,0.8265,68.1579,2610.85,0.146735
3.1949,1.0102,69.5915,2586.17,0.14651
3.1949,1.1939,71.0251,2562.17,0.14625
3.1949,1.3776,72.5689,2543.08,0.146079
3.1949,1.5612,74.1128,2524.97,0.14588
3.1949,1.7449,75.5464,2503.17,0.145523
3.1949,1.9286,77.2005,2491.69,0.145405
3.1949,2.1122,78.7444,2476.49,0.145134
3.1949,2.2959,80.2882,2462.26,0.144844
3.1949,2.4796,81.9424,2454.69,0.144688
3.1949,2.6633,83.4862,2442.69,0.144375
3.1949,2.8469,85.1404,2438.05,0.144217
3.1949,3.0306,86.7945,2435.17,0.144069
3.1949,3.2143,87.1253,2361.3,0.143936
3.1949,3.398,88.7794,2357.66,0.14369
3.1949,3.5816,89.0,2287.02,0.144155
3.1949,3.7653,87.1253,2163.75,0.148472
3.1949,3.949,88.8897,2159.51,0.148057
3.1949,4.1327,88.4486,2103.08,0.152462
3.1949,4.3163,87.5664,2050.98,0.159824
3.1949,4.5,87.1253,2017.71,0.173893
3.2797,-4.5,45.0,4025.52,0.160988
3.2797,-4.3163,45.0,3947.24,0.159181
3.2797,-4.1327,45.0,3871.28,0.157747
3.2797,-3.949,45.2206,3803.87,0.156623
3.2797,-3.7653,45.0,3725.22,0.155183
3.2797,-3.5816,45.0,3655.65,0.154497
3.2797,-3.398,45.1103,3590.08,0.153399
3.2797,-3.2143,45.0,3522.73,0.152998
3.2797,-3.0306,45.4411,3466.56,0.152442
3.2797,-2.8469,45.0,3398.55,0.152115
3.2797,-2.6633,45.6617,3347.19,0.151846
3.2797,-2.4796,46.5439,3299.33,0.151814
3.2797,-2.2959,45.8822,3234.98,0.151834
3.2797,-2.1122,48.4185,3206.62,0.151772
3.2797,-1.9286,49.411,3161.87,0.151759
3.2797,-1.7449,50.4035,3117.58,0.151708
3.2797,-1.5612,51.396,3073.73,0.151617
3.2797,-1.3776,52.4987,3032.45,0.151609
3.2797,-1.1939,53.6015,2991.7,0.15156
3.2797,-1.0102,54.7043,2951.46,0.151468
3.2797,-0.8265,55.807,2911.68,0.151335
3.2797,-0.6429,57.0201,2874.87,0.151278
3.2797,-0.4592,58.2331,2838.65,0.151177
3.2797,-0.2755,59.4461,2802.96,0.151032
3.2797,-0.0918,60.7694,2770.67,0.150961
3.2797,0.0918,61.9825,2736.03,0.15073
3.2797,0.2755,63.3058,2704.92,0.150573
3.2797,0.4592,64.6291,2674.42,0.150374
3.2797,0.6429,66.0627,2647.87,0.150249
3.2797,0.8265,67.4962,2622.12,0.150085
3.2797,1.0102,68.9298,2597.12,0.149883
3.2797,1.1939,70.3634,2572.84,0.149644
3.2797,1.3776,71.797,2549.26,0.14937
3.2797,1.5612,73.3409,2530.55,0.149184
3.2797,1.7449,74.8847,2512.84,0.148972
3.2797,1.9286,76.4286,2496.12,0.148734
3.2797,2.1122,77.9724,2480.38,0.148473
3.2797,2.2959,79.5163,2465.62,0.148193
3.2797,2.4796,81.1704,2457.24,0.148037
3.2797,2.6633,82.7143,2444.72,0.14773
3.2797,2.8469,84.3684,2439.21,0.147567
3.2797,3.0306,86.0226,2435.41,0.14741
3.2797,3.2143,87.6767,2433.44,0.147266
3.2797,3.398,88.0075,2360.33,0.147219
3.2797,3.5816,88.1178,2287.49,0.147755
3.2797,3.7653,88.1178,2222.25,0.149266
3.2797,3.949,87.8972,2161.59,0.152033
3.2797,4.1327,87.2356,2102.51,0.156555
3.2797,4.3163,86.3534,2053.32,0.164341
3.2797,4.5,88.2281,2049.28,0.163833
3.3644,-4.5,45.0,4053.87,0.164256
3.3644,-4.3163,45.0,3975.71,0.162571
3.3644,-4.1327,45.0,3899.32,0.161177
3.3644,-3.949,45.0,3825.04,0.159635
3.3644,-3.7653,45.0,3753.22,0.158659
3.3644,-3.5816,45.2206,3688.55,0.157681
3.3644,-3.398,45.0,3615.4,0.156771
3.3644,-3.2143,45.5514,3560.71,0.156364
3.3644,-3.0306,45.0,3486.07,0.155475
3.3644,-2.8469,45.8822,3438.33,0.155502
3.3644,-2.6633,45.2206,3368.32,0.155023
3.3644,-2.4796,46.1028,3320.27,0.155008
3.3644,-2.2959,46.985,3272.66,0.154959
3.3644,-2.1122,47.9774,3227.14,0.155002
3.3644,-1.9286,48.9699,3182.17,0.155008
3.3644,-1.7449,49.9624,3137.7,0.154976
3.3644,-1.5612,50.9549,3093.71,0.154905
3.3644,-1.3776,51.9474,3050.15,0.154797
3.3644,-1.1939,53.0501,3009.12,0.15477
3.3644,-1.0102,54.1529,2968.63,0.154701
3.3644,-0.8265,55.2556,2928.65,0.154592
3.3644,-0.6429,56.4687,2891.55,0.154558
3.3644,-0.4592,57.6817,2855.06,0.15448
3.3644,-0.2755,58.8947,2819.16,0.15436
3.3644,-0.0918,60.1078,2783.8,0.154198
3.3644,0.0918,61.4311,2751.79,0.154107
3.3644,0.2755,62.6441,2717.48,0.15386
3.3644,0.4592,63.9674,2686.68,0.153686
3.3644,0.6429,65.401,2659.7,0.153582
3.3644,0.8265,66.7243,2630.18,0.153435
3.3644,1.0102,68.1579,2604.68,0.153145
3.3644,1.1939,69.5915,2579.94,0.152926
3.3644,1.3776,71.1353,2559.77,0.152788
3.3644,1.5612,72.5689,2536.61,0.152502
3.3644,1.7449,74.1128,2518.32,0.152302
3.3644,1.9286,75.6566,2501.03,0.152077
3.3644,2.1122,77.2005,2484.74,0.151828
3.3644,2.2959,78.8546,2474.32,0.151688
3.3644,2.4796,80.3985,2460.26,0.151403
3.3644,2.6633,81.9424,2447.21,0.151104
3.3644,2.8469,83.5965,2440.86,0.150936
3.3644,3.0306,85.2506,2436.17,0.150773
3.3644,3.2143,86.9048,2433.26,0.150619
3.3644,3.398,88.4486,2425.46,0.15031
3.3644,3.5816,88.7794,2354.17,0.150373
3.3644,3.7653,89.0,2287.75,0.15115
3.3644,3.949,88.8897,2219.28,0.152672
3.3644,4.1327,88.5589,2156.77,0.15557
3.3644,4.3163,88.0075,2101.63,0.160352
3.3644,4.5,87.015,2051.18,0.168368
3.4492,-4.5,45.0,4082.27,0.167624
3.4492,-4.3163,45.0,4003.74,0.165971
3.4492,-4.1327,45.0,3927.09,0.164314
3.4492,-3.949,45.0,3853.06,0.163072
3.4492,-3.7653,45.0,3780.72,0.162147
3.4492,-3.5816,45.0,3710.5,0.160813
3.4492,-3.398,45.0,3642.77,0.160316
3.4492,-3.2143,45.1103,3578.59,0.159294
3.4492,-3.0306,45.0,3513.22,0.159093
3.4492,-2.8469,45.4411,3457.82,0.15857
3.4492,-2.6633,45.0,3392.29,0.158473
3.4492,-2.4796,45.6617,3341.34,0.158216
3.4492,-2.2959,46.5439,3293.54,0.158183
3.4492,-2.1122,47.5363,3247.75,0.158242
3.4492,-1.9286,48.4185,3200.88,0.158142
3.4492,-1.7449,49.411,3156.12,0.15813
3.4492,-1.5612,50.4035,3111.87,0.158081
3.4492,-1.3776,51.5063,3070.0,0.158113
3.4492,-1.1939,52.4987,3026.75,0.157988
3.4492,-1.0102,53.6015,2985.99,0.157942
3.4492,-0.8265,54.7043,2945.77,0.157855
3.4492,-0.6429,55.9173,2908.34,0.157843
3.4492,-0.4592,57.0201,2869.19,0.157675
3.4492,-0.2755,58.2331,2832.94,0.157579
3.4492,-0.0918,59.4461,2797.27,0.157442
3.4492,0.0918,60.7694,2764.84,0.157373
3.4492,0.2755,63.6366,2774.94,0.157187
3.4492,0.4592,64.9599,2745.71,0.157023
3.4492,0.6429,64.7393,2671.75,0.15692
3.4492,0.8265,66.0627,2641.98,0.156688
3.4492,1.0102,67.4962,2616.11,0.156528
3.4492,1.1939,68.9298,2591.04,0.15633
3.4492,1.3776,70.3634,2566.74,0.156097
3.4492,1.5612,73.4511,2603.61,0.155902
3.4492,1.7449,74.8847,2583.04,0.155625
3.4492,1.9286,74.8847,2506.4,0.155433
3.4492,2.1122,76.4286,2489.56,0.155196
3.4492,2.2959,78.0827,2478.34,0.15506
3.4492,2.4796,79.6266,2463.74,0.154785
3.4492,2.6633,81.2807,2455.28,0.154625
3.4492,2.8469,82.8246,2442.99,0.154324
3.4492,3.0306,84.4787,2437.44,0.154156
3.4492,3.2143,86.1328,2433.61,0.153994
3.4492,3.398,87.6767,2425.23,0.153684
3.4492,3.5816,88.0075,2356.89,0.153931
3.4492,3.7653,88.0075,2283.78,0.15466
3.4492,3.949,87.8972,2218.88,0.156415
3.4492,4.1327,87.5664,2159.11,0.159503
3.4492,4.3163,86.7945,2101.59,0.164471
3.4492,4.5,88.6692,2098.75,0.164056
3.5339,-4.5,45.0,4110.28,0.171002
3.5339,-4.3163,45.1103,4035.8,0.169464
3.5339,-4.1327,45.0,3955.1,0.167719
3.5339,-3.949,45.0,3880.62,0.166518
3.5339,-3.7653,45.0,3807.92,0.165098
3.5339,-3.5816,45.0,3737.98,0.164305
3.5339,-3.398,45.3308,3677.28,0.163566
3.5339,-3.2143,45.0,3603.55,0.162694
3.5339,-3.0306,45.5514,3549.37,0.162314
3.5339,-2.8469,45.0,3477.51,0.161655
3.5339,-2.6633,45.8822,3429.74,0.161678
3.5339,-2.4796,45.2206,3362.56,0.161437
3.5339,-2.2959,46.1028,3314.55,0.16142
3.5339,-2.1122,46.985,3267.02,0.161372
3.5339,-1.9286,47.9774,3221.44,0.161411
3.5339,-1.7449,48.9699,3176.44,0.161416
3.5339,-1.5612,49.9624,3132.0,0.161385
3.5339,-1.3776,50.9549,3088.07,0.161318
3.5339,-1.1939,51.9474,3044.61,0.161215
3.5339,-1.0102,53.0501,3003.55,0.161189
3.5339,-0.8265,54.1529,2963.07,0.161124
3.5339,-0.6429,55.2556,2923.14,0.161021
3.5339,-0.4592,56.4687,2885.95,0.160988
3.5339,-0.2755,57.6817,2849.43,0.160915
3.5339,-0.0918,60.5489,2852.75,0.160779
3.5339,0.0918,61.7619,2818.87,0.1606
3.5339,0.2755,63.0852,2788.8,0.160498
3.5339,0.4592,64.4085,2759.36,0.160357
3.5339,0.6429,65.7318,2730.5,0.160176
3.5339,0.8265,67.0551,2702.2,0.159958
3.5339,1.0102,68.4887,2678.37,0.159824
3.5339,1.1939,69.9223,2655.33,0.159656
3.5339,1.3776,71.3559,2633.04,0.159456
3.5339,1.5612,72.7895,2611.49,0.159225
3.5339,1.7449,74.2231,2590.63,0.158965
3.5339,1.9286,75.7669,2575.37,0.15881
3.5339,2.1122,77.2005,2556.03,0.158499
3.5339,2.2959,78.7444,2542.72,0.158304
3.5339,2.4796,80.2882,2530.52,0.158096
3.5339,2.6633,81.8321,2519.44,0.157877
3.5339,2.8469,82.0526,2445.57,0.157727
3.5339,3.0306,83.7068,2439.19,0.157556
